2.48	0.614374	-0.792073	-0.606448
2.49	0.606454	-0.798138	-0.598467
2.50	0.598472	-0.804123	-0.590426
2.51	0.590431	-0.810027	-0.582326
2.52	0.582331	-0.815850	-0.574167
2.53	0.574172	-0.821592	-0.565952
2.54	0.565956	-0.827251	-0.557679
2.55	0.557684	-0.832828	-0.549351
2.56	0.549355	-0.838322	-0.540968
2.57	0.540972	-0.843731	-0.532530
2.58	0.532535	-0.849057	-0.524040
2.59	0.524044	-0.854297	-0.515497
2.60	0.515501	-0.859452	-0.506903
2.61	0.506907	-0.864521	-0.498257
2.62	0.498262	-0.869504	-0.489563
2.63	0.489567	-0.874399	-0.480819
2.64	0.480823	-0.879207	-0.472027
2.65	0.472031	-0.883928	-0.463187
2.66	0.463191	-0.888560	-0.454302
2.67	0.454306	-0.893103	-0.445371
2.68	0.445375	-0.897556	-0.436395
2.69	0.436399	-0.901920	-0.427376
2.70	0.427380	-0.906194	-0.418314
2.71	0.418318	-0.910377	-0.409211
2.72	0.409214	-0.914469	-0.400066
2.73	0.400069	-0.918470	-0.390882
2.74	0.390885	-0.922379	-0.381658
2.75	0.381661	-0.926195	-0.372396
2.76	0.372399	-0.929919	-0.363097
2.77	0.363100	-0.933550	-0.353761
2.78	0.353764	-0.937088	-0.344391
2.79	0.344393	-0.940532	-0.334985
2.80	0.334988	-0.943882	-0.325547
2.81	0.325549	-0.947137	-0.316075
2.82	0.316078	-0.950298	-0.306572
2.83	0.306575	-0.953364	-0.297039
2.84	0.297041	-0.956334	-0.287476
2.85	0.287478	-0.959209	-0.277884
2.86	0.277886	-0.961987	-0.268264
2.87	0.268266	-0.964670	-0.258617
2.88	0.258619	-0.967256	-0.248945
2.89	0.248947	-0.969746	-0.239247
2.90	0.239249	-0.972138	-0.229526
2.91	0.229528	-0.974433	-0.219782
2.92	0.219784	-0.976631	-0.210016
2.93	0.210017	-0.978731	-0.200228
2.94	0.200230	-0.980734	-0.190421
2.95	0.190423	-0.982638	-0.180595
2.96	0.180596	-0.984444	-0.170750
2.97	0.170752	-0.986151	-0.160889
2.98	0.160890	-0.987760	-0.151011
2.99	0.151013	-0.989270	-0.141119
3.00	0.141120	-0.990682	-0.131212
3.01	0.131213	-0.991994	-0.121292
3.02	0.121293	-0.993207	-0.111360
3.03	0.111361	-0.994320	-0.101417
3.04	0.101418	-0.995334	-0.091464
3.05	0.091465	-0.996249	-0.081501
3.06	0.081502	-0.997064	-0.071531
3.07	0.071532	-0.997779	-0.061553
3.08	0.061554	-0.998395	-0.051569
3.09	0.051570	-0.998911	-0.041580
3.10	0.041581	-0.999326	-0.031587
3.11	0.031587	-0.999642	-0.021591
3.12	0.021591	-0.999858	-0.011592
3.13	0.011592	-0.999974	-0.001593
3.14	0.001593	-0.999990	0.008407
3.15	-0.008407	-0.999906	0.018406
3.16	-0.018406	-0.999722	0.028403
3.17	-0.028404	-0.999438	0.038398
3.18	-0.038398	-0.999054	0.048388
3.19	-0.048388	-0.998570	0.058374
3.20	-0.058374	-0.997986	0.068353
3.21	-0.068354	-0.997303	0.078326
3.22	-0.078327	-0.996519	0.088291
3.23	-0.088292	-0.995637	0.098248
3.24	-0.098249	-0.994654	0.108194
3.25	-0.108195	-0.993572	0.118130
3.26	-0.118131	-0.992391	0.128054
3.27	-0.128055	-0.991110	0.137965
3.28	-0.137966	-0.989731	0.147862
3.29	-0.147863	-0.988252	0.157744
